"molecule_name","molecule_component","atom_number","element_or_group","x","y","bond_start_atom","bond_end_atom","bond_type","bond_direction","abbv"
"ursolic_acid","bond",NA,NA,NA,NA,60,57,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,57,58,"single","down","UA"
"ursolic_acid","bond",NA,NA,NA,NA,57,59,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,60,61,"single","down","UA"
"ursolic_acid","bond",NA,NA,NA,NA,60,62,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,60,66,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,66,63,"single","flat","UA"
"ursolic_acid","bond",NA,NA,NA,NA,63,65,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,78,63,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,72,66,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,66,71,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,72,75,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,72,73,"single","down","UA"
"ursolic_acid","bond",NA,NA,NA,NA,72,74,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,75,76,"single","down","UA"
"ursolic_acid","bond",NA,NA,NA,NA,75,77,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,75,81,"single","flat","UA"
"ursolic_acid","bond",NA,NA,NA,NA,78,81,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,78,79,"single","up","UA"
"ursolic_acid","bond",NA,NA,NA,NA,81,82,"single","down","UA"
"ursolic_acid","bond",NA,NA,NA,NA,78,80,"single","down","UA"
"ursolic_acid","bond",NA,NA,NA,NA,81,86,"single","up","UA"
"uvaol","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"UV"
"uvaol","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"UV"
"uvaol","atom",9,"C",4,4,NA,NA,NA,NA,"UV"
"uvaol","atom",10,"OH",1,3,NA,NA,NA,NA,"UV"
"uvaol","atom",11,"C",2,5,NA,NA,NA,NA,"UV"
"uvaol","atom",12,"H",0,4,NA,NA,NA,NA,"UV"
"uvaol","atom",13,"C",2,7,NA,NA,NA,NA,"UV"
"uvaol","atom",14,"H",0,8,NA,NA,NA,NA,"UV"
"uvaol","atom",15,"H",1,9,NA,NA,NA,NA,"UV"
"uvaol","atom",16,"C",4,8,NA,NA,NA,NA,"UV"
"uvaol","atom",17,"H",3.5,10,NA,NA,NA,NA,"UV"
"uvaol","atom",18,"H",4.5,10,NA,NA,NA,NA,"UV"
"uvaol","atom",19,"C",6,7,NA,NA,NA,NA,"UV"
"uvaol","atom",20,"CH3",5.5,9,NA,NA,NA,NA,"UV"
"uvaol","atom",25,"C",6,5,NA,NA,NA,NA,"UV"
"uvaol","atom",26,"H",5.5,3,NA,NA,NA,NA,"UV"
"uvaol","atom",28,"C",8,4,NA,NA,NA,NA,"UV"
"uvaol","atom",29,"H",7.5,2,NA,NA,NA,NA,"UV"
"uvaol","atom",30,"H",8.5,2,NA,NA,NA,NA,"UV"
"uvaol","atom",31,"C",10,5,NA,NA,NA,NA,"UV"
"uvaol","atom",32,"H",11,3,NA,NA,NA,NA,"UV"
"uvaol","atom",33,"H",12,4,NA,NA,NA,NA,"UV"
"uvaol","atom",34,"C",10,7,NA,NA,NA,NA,"UV"
"uvaol","atom",35,"CH3",9.5,9,NA,NA,NA,NA,"UV"
"uvaol","atom",40,"C",8,8,NA,NA,NA,NA,"UV"
"uvaol","atom",41,"H",7.5,6,NA,NA,NA,NA,"UV"
"uvaol","atom",43,"C",8,10,NA,NA,NA,NA,"UV"
"uvaol","atom",44,"H",6,11,NA,NA,NA,NA,"UV"
"uvaol","atom",45,"H",7,12,NA,NA,NA,NA,"UV"
"uvaol","atom",46,"C",10,11,NA,NA,NA,NA,"UV"
"uvaol","atom",47,"H",9.5,13,NA,NA,NA,NA,"UV"
"uvaol","atom",49,"C",12,10,NA,NA,NA,NA,"UV"
"uvaol","atom",52,"C",12,8,NA,NA,NA,NA,"UV"
"uvaol","atom",53,"CH3",11.5,6,NA,NA,NA,NA,"UV"
"uvaol","atom",57,"C",14,7,NA,NA,NA,NA,"UV"
"uvaol","atom",58,"H",13.5,5,NA,NA,NA,NA,"UV"
"uvaol","atom",59,"H",14.5,5,NA,NA,NA,NA,"UV"
"uvaol","atom",60,"C",16,8,NA,NA,NA,NA,"UV"
"uvaol","atom",61,"H",17,6,NA,NA,NA,NA,"UV"
"uvaol","atom",62,"H",18,7,NA,NA,NA,NA,"UV"
"uvaol","atom",63,"C",14,11,NA,NA,NA,NA,"UV"
"uvaol","atom",65,"H",14.5,9,NA,NA,NA,NA,"UV"
"uvaol","atom",66,"C",16,10,NA,NA,NA,NA,"UV"
"uvaol","atom",71,"CH2OH",15.5,12,NA,NA,NA,NA,"UV"
"uvaol","atom",72,"C",18,11,NA,NA,NA,NA,"UV"
"uvaol","atom",73,"H",19,9,NA,NA,NA,NA,"UV"
"uvaol","atom",74,"H",20,10,NA,NA,NA,NA,"UV"
"uvaol","atom",75,"C",18,13,NA,NA,NA,NA,"UV"
"uvaol","atom",76,"H",20,14,NA,NA,NA,NA,"UV"
"uvaol","atom",77,"H",19,15,NA,NA,NA,NA,"UV"
"uvaol","atom",78,"C",14,13,NA,NA,NA,NA,"UV"
"uvaol","atom",79,"CH3",12,14,NA,NA,NA,NA,"UV"
"uvaol","atom",80,"H",13,15,NA,NA,NA,NA,"UV"
"uvaol","atom",81,"C",16,14,NA,NA,NA,NA,"UV"
"uvaol","atom",82,"CH3",17,16,NA,NA,NA,NA,"UV"
"uvaol","atom",86,"H",15,16,NA,NA,NA,NA,"UV"
"uvaol","bond",NA,NA,NA,NA,9,4,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,9,8,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,11,9,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,25,9,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,11,10,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,11,12,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,11,13,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,13,14,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,13,15,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,16,13,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,16,17,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,16,18,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,16,19,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,19,20,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,25,19,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,40,19,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,25,26,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,25,28,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,28,29,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,28,30,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,31,28,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,31,32,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,31,33,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,31,34,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,34,35,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,40,34,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,52,34,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,40,41,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,40,43,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,46,43,"single","flat","UV"
"uvaol","bond",NA,NA,NA,NA,43,44,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,43,45,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,46,49,"double","flat","UV"
"uvaol","bond",NA,NA,NA,NA,46,47,"single","flat","UV"
"uvaol","bond",NA,NA,NA,NA,52,49,"single","flat","UV"
"uvaol","bond",NA,NA,NA,NA,63,49,"single","flat","UV"
"uvaol","bond",NA,NA,NA,NA,52,57,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,52,53,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,60,57,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,57,58,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,57,59,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,60,61,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,60,62,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,60,66,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,66,63,"single","flat","UV"
"uvaol","bond",NA,NA,NA,NA,63,65,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,78,63,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,72,66,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,66,71,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,75,72,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,72,73,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,72,74,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,75,76,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,75,77,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,75,81,"single","flat","UV"
"uvaol","bond",NA,NA,NA,NA,78,81,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,78,79,"single","up","UV"
"uvaol","bond",NA,NA,NA,NA,81,82,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,78,80,"single","down","UV"
"uvaol","bond",NA,NA,NA,NA,81,86,"single","up","UV"
"cycloartenol","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",9,"C",4,4,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",10,"OH",1,3,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",11,"C",2,5,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",12,"H",0,4,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",13,"C",2,7,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",14,"H",0,8,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",15,"H",1,9,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",16,"C",4,8,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",17,"H",3.5,10,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",18,"H",4.5,10,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",19,"C",6,7,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",20,"CH2",5.5,9,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",25,"C",6,5,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",26,"H",5.5,3,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",28,"C",8,4,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",29,"H",7.5,2,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",30,"H",8.5,2,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",31,"C",10,5,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",32,"H",11,3,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",33,"H",12,4,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",34,"C",10,7,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",35,"H",9.5,9,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",40,"C",8,8,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",43,"C",8,10,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",44,"H",6,11,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",45,"H",7,12,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",46,"C",10,11,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",47,"H",9.5,13,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",48,"H",10.5,13,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",49,"C",12,10,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",50,"CH3",11.5,12,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",52,"C",12,8,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",53,"CH3",11.5,6,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",57,"C",14,7,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",58,"H",13.5,5,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",59,"H",14.5,5,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",60,"C",16,8,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",61,"H",17,6,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",62,"H",18,7,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",63,"C",14,11,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",64,"H",13.5,9,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",66,"C",16,10,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",67,"CH3",16.5,12,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",71,"H",15.5,12,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",72,"C",18,11,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",73,"H",19,9,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",74,"H",20,10,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",75,"C",18,13,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",76,"H",20,14,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",77,"H",19,15,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",78,"C",14,13,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",79,"H",12,14,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",81,"C",16,14,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",82,"CH3",17,16,NA,NA,NA,NA,"CYCA"
"cycloartenol","atom",86,"CH3",15,16,NA,NA,NA,NA,"CYCA"
"cycloartenol","bond",NA,NA,NA,NA,9,4,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,9,8,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,11,9,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,25,9,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,11,10,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,11,12,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,11,13,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,13,14,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,13,15,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,16,13,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,16,17,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,16,18,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,16,19,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,19,20,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,25,19,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,19,40,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,25,26,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,25,28,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,28,29,"single","flat","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,28,30,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,31,28,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,31,32,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,31,33,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,31,34,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,34,35,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,40,34,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,40,20,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,52,34,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,40,43,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,46,43,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,43,44,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,43,45,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,46,49,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,46,47,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,46,48,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,52,49,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,49,50,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,63,49,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,52,57,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,52,53,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,60,57,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,57,58,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,57,59,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,60,63,"single","flat","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,60,61,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,60,62,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,63,66,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,63,64,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,66,72,"single","flat","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,66,67,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,66,71,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,72,75,"single","flat","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,72,73,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,72,74,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,75,76,"single","down","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,75,77,"single","up","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,75,78,"single","flat","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,78,81,"double","flat","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,78,79,"single","flat","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,81,82,"single","flat","CYCA"
"cycloartenol","bond",NA,NA,NA,NA,81,86,"single","flat","CYCA"
"taraxerol","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"TARol"
"taraxerol","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"TARol"
"taraxerol","atom",9,"C",4,4,NA,NA,NA,NA,"TARol"
"taraxerol","atom",10,"OH",1,3,NA,NA,NA,NA,"TARol"
"taraxerol","atom",11,"C",2,5,NA,NA,NA,NA,"TARol"
"taraxerol","atom",12,"H",0,4,NA,NA,NA,NA,"TARol"
"taraxerol","atom",13,"C",2,7,NA,NA,NA,NA,"TARol"
"taraxerol","atom",14,"H",0,8,NA,NA,NA,NA,"TARol"
"taraxerol","atom",15,"H",1,9,NA,NA,NA,NA,"TARol"
"taraxerol","atom",16,"C",4,8,NA,NA,NA,NA,"TARol"
"taraxerol","atom",17,"H",3.5,10,NA,NA,NA,NA,"TARol"
"taraxerol","atom",18,"H",4.5,10,NA,NA,NA,NA,"TARol"
"taraxerol","atom",19,"C",6,7,NA,NA,NA,NA,"TARol"
"taraxerol","atom",20,"CH3",5.5,9,NA,NA,NA,NA,"TARol"
"taraxerol","atom",25,"C",6,5,NA,NA,NA,NA,"TARol"
"taraxerol","atom",26,"H",5.5,3,NA,NA,NA,NA,"TARol"
"taraxerol","atom",28,"C",8,4,NA,NA,NA,NA,"TARol"
"taraxerol","atom",29,"H",7.5,2,NA,NA,NA,NA,"TARol"
"taraxerol","atom",30,"H",8.5,2,NA,NA,NA,NA,"TARol"
"taraxerol","atom",31,"C",10,5,NA,NA,NA,NA,"TARol"
"taraxerol","atom",32,"H",11,3,NA,NA,NA,NA,"TARol"
"taraxerol","atom",33,"H",12,4,NA,NA,NA,NA,"TARol"
"taraxerol","atom",34,"C",10,7,NA,NA,NA,NA,"TARol"
"taraxerol","atom",35,"CH3",9.5,9,NA,NA,NA,NA,"TARol"
"taraxerol","atom",40,"C",8,8,NA,NA,NA,NA,"TARol"
"taraxerol","atom",41,"H",7.5,6,NA,NA,NA,NA,"TARol"
"taraxerol","atom",43,"C",8,10,NA,NA,NA,NA,"TARol"
"taraxerol","atom",44,"H",6,11,NA,NA,NA,NA,"TARol"
"taraxerol","atom",45,"H",7,12,NA,NA,NA,NA,"TARol"
"taraxerol","atom",46,"C",10,11,NA,NA,NA,NA,"TARol"
"taraxerol","atom",47,"H",9.5,13,NA,NA,NA,NA,"TARol"
"taraxerol","atom",48,"H",10.5,13,NA,NA,NA,NA,"TARol"
"taraxerol","atom",49,"C",12,10,NA,NA,NA,NA,"TARol"
"taraxerol","atom",51,"CH3",12.5,12,NA,NA,NA,NA,"TARol"
"taraxerol","atom",52,"C",12,8,NA,NA,NA,NA,"TARol"
"taraxerol","atom",57,"C",14,7,NA,NA,NA,NA,"TARol"
"taraxerol","atom",58,"H",13.5,5,NA,NA,NA,NA,"TARol"
"taraxerol","atom",60,"C",16,8,NA,NA,NA,NA,"TARol"
"taraxerol","atom",61,"H",17,6,NA,NA,NA,NA,"TARol"
"taraxerol","atom",62,"H",18,7,NA,NA,NA,NA,"TARol"
"taraxerol","atom",63,"C",14,11,NA,NA,NA,NA,"TARol"
"taraxerol","atom",65,"H",14.5,9,NA,NA,NA,NA,"TARol"
"taraxerol","atom",66,"C",16,10,NA,NA,NA,NA,"TARol"
"taraxerol","atom",71,"CH3",15.5,12,NA,NA,NA,NA,"TARol"
"taraxerol","atom",72,"C",18,11,NA,NA,NA,NA,"TARol"
"taraxerol","atom",73,"H",19,9,NA,NA,NA,NA,"TARol"
"taraxerol","atom",74,"H",20,10,NA,NA,NA,NA,"TARol"
"taraxerol","atom",75,"C",18,13,NA,NA,NA,NA,"TARol"
"taraxerol","atom",76,"H",20,14,NA,NA,NA,NA,"TARol"
"taraxerol","atom",77,"H",19,15,NA,NA,NA,NA,"TARol"
"taraxerol","atom",78,"C",14,13,NA,NA,NA,NA,"TARol"
"taraxerol","atom",79,"H",12,14,NA,NA,NA,NA,"TARol"
"taraxerol","atom",80,"H",13,15,NA,NA,NA,NA,"TARol"
"taraxerol","atom",81,"C",16,14,NA,NA,NA,NA,"TARol"
"taraxerol","atom",82,"CH3",17,16,NA,NA,NA,NA,"TARol"
"taraxerol","atom",86,"CH3",15,16,NA,NA,NA,NA,"TARol"
"taraxerol","bond",NA,NA,NA,NA,9,4,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,9,8,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,11,9,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,25,9,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,11,10,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,11,12,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,11,13,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,13,14,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,13,15,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,16,13,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,16,17,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,16,18,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,16,19,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,19,20,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,25,19,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,40,19,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,25,26,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,25,28,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,28,29,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,28,30,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,31,28,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,31,32,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,31,33,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,31,34,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,34,35,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,40,34,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,52,34,"single","flat","TARol"
"taraxerol","bond",NA,NA,NA,NA,40,41,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,40,43,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,43,46,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,43,44,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,43,45,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,49,46,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,46,47,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,46,48,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,52,49,"single","flat","TARol"
"taraxerol","bond",NA,NA,NA,NA,49,51,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,49,63,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,52,57,"double","flat","TARol"
"taraxerol","bond",NA,NA,NA,NA,57,60,"single","flat","TARol"
"taraxerol","bond",NA,NA,NA,NA,57,58,"single","flat","TARol"
"taraxerol","bond",NA,NA,NA,NA,60,61,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,60,62,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,60,66,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,63,66,"single","flat","TARol"
"taraxerol","bond",NA,NA,NA,NA,63,65,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,78,63,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,72,66,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,66,71,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,72,75,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,72,73,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,72,74,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,75,76,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,75,77,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,81,75,"single","flat","TARol"
"taraxerol","bond",NA,NA,NA,NA,78,81,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,78,79,"single","up","TARol"
"taraxerol","bond",NA,NA,NA,NA,78,80,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,81,82,"single","down","TARol"
"taraxerol","bond",NA,NA,NA,NA,81,86,"single","up","TARol"
"glutinol","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"GL"
"glutinol","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"GL"
"glutinol","atom",9,"C",4,4,NA,NA,NA,NA,"GL"
"glutinol","atom",10,"OH",1,3,NA,NA,NA,NA,"GL"
