"molecule_name","molecule_component","atom_number","element_or_group","x","y","bond_start_atom","bond_end_atom","bond_type","bond_direction","abbv"
"friedelin","atom",33,"H",12,4,NA,NA,NA,NA,"FRI"
"friedelin","atom",34,"C",10,7,NA,NA,NA,NA,"FRI"
"friedelin","atom",36,"H",10.5,9,NA,NA,NA,NA,"FRI"
"friedelin","atom",40,"C",8,8,NA,NA,NA,NA,"FRI"
"friedelin","atom",42,"CH3",8.5,6,NA,NA,NA,NA,"FRI"
"friedelin","atom",43,"C",8,10,NA,NA,NA,NA,"FRI"
"friedelin","atom",44,"H",6,11,NA,NA,NA,NA,"FRI"
"friedelin","atom",45,"H",7,12,NA,NA,NA,NA,"FRI"
"friedelin","atom",46,"C",10,11,NA,NA,NA,NA,"FRI"
"friedelin","atom",47,"H",9.5,13,NA,NA,NA,NA,"FRI"
"friedelin","atom",48,"H",10.5,13,NA,NA,NA,NA,"FRI"
"friedelin","atom",49,"C",12,10,NA,NA,NA,NA,"FRI"
"friedelin","atom",51,"CH3",12.5,12,NA,NA,NA,NA,"FRI"
"friedelin","atom",52,"C",12,8,NA,NA,NA,NA,"FRI"
"friedelin","atom",54,"CH3",12.5,6,NA,NA,NA,NA,"FRI"
"friedelin","atom",57,"C",14,7,NA,NA,NA,NA,"FRI"
"friedelin","atom",58,"H",13.5,5,NA,NA,NA,NA,"FRI"
"friedelin","atom",59,"H",14.5,5,NA,NA,NA,NA,"FRI"
"friedelin","atom",60,"C",16,8,NA,NA,NA,NA,"FRI"
"friedelin","atom",61,"H",17,6,NA,NA,NA,NA,"FRI"
"friedelin","atom",62,"H",18,7,NA,NA,NA,NA,"FRI"
"friedelin","atom",63,"C",14,11,NA,NA,NA,NA,"FRI"
"friedelin","atom",65,"H",14.5,9,NA,NA,NA,NA,"FRI"
"friedelin","atom",66,"C",16,10,NA,NA,NA,NA,"FRI"
"friedelin","atom",71,"CH3",15.5,12,NA,NA,NA,NA,"FRI"
"friedelin","atom",72,"C",18,11,NA,NA,NA,NA,"FRI"
"friedelin","atom",73,"H",19,9,NA,NA,NA,NA,"FRI"
"friedelin","atom",74,"H",20,10,NA,NA,NA,NA,"FRI"
"friedelin","atom",75,"C",18,13,NA,NA,NA,NA,"FRI"
"friedelin","atom",76,"H",20,14,NA,NA,NA,NA,"FRI"
"friedelin","atom",77,"H",19,15,NA,NA,NA,NA,"FRI"
"friedelin","atom",78,"C",14,13,NA,NA,NA,NA,"FRI"
"friedelin","atom",79,"H",12,14,NA,NA,NA,NA,"FRI"
"friedelin","atom",80,"H",13,15,NA,NA,NA,NA,"FRI"
"friedelin","atom",81,"C",16,14,NA,NA,NA,NA,"FRI"
"friedelin","atom",82,"CH3",17,16,NA,NA,NA,NA,"FRI"
"friedelin","atom",86,"CH3",15,16,NA,NA,NA,NA,"FRI"
"friedelin","bond",NA,NA,NA,NA,9,4,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,9,8,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,11,9,"single","flat","FRI"
"friedelin","bond",NA,NA,NA,NA,9,25,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,11,10,"double","flat","FRI"
"friedelin","bond",NA,NA,NA,NA,11,13,"single","flat","FRI"
"friedelin","bond",NA,NA,NA,NA,13,14,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,13,15,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,13,16,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,16,17,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,16,18,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,19,16,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,19,24,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,19,25,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,19,40,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,25,27,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,28,25,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,28,29,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,28,30,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,28,31,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,31,32,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,31,33,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,34,31,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,34,36,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,34,40,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,34,52,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,40,42,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,43,40,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,43,46,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,43,44,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,43,45,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,49,46,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,46,47,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,46,48,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,49,52,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,49,51,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,49,63,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,57,52,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,52,54,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,60,57,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,57,58,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,57,59,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,60,61,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,60,62,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,60,66,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,66,63,"single","flat","FRI"
"friedelin","bond",NA,NA,NA,NA,63,65,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,78,63,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,72,66,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,66,71,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,72,75,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,72,73,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,72,74,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,75,76,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,75,77,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,75,81,"single","flat","FRI"
"friedelin","bond",NA,NA,NA,NA,78,81,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,78,79,"single","up","FRI"
"friedelin","bond",NA,NA,NA,NA,78,80,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,81,82,"single","down","FRI"
"friedelin","bond",NA,NA,NA,NA,81,86,"single","up","FRI"
"beta_amyrin","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",9,"C",4,4,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",10,"OH",1,3,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",11,"C",2,5,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",12,"H",0,4,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",13,"C",2,7,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",14,"H",0,8,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",15,"H",1,9,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",16,"C",4,8,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",17,"H",3.5,10,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",18,"H",4.5,10,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",19,"C",6,7,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",20,"CH3",5.5,9,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",25,"C",6,5,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",26,"H",5.5,3,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",28,"C",8,4,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",29,"H",7.5,2,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",30,"H",8.5,2,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",31,"C",10,5,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",32,"H",11,3,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",33,"H",12,4,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",34,"C",10,7,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",35,"CH3",9.5,9,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",40,"C",8,8,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",41,"H",7.5,6,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",43,"C",8,10,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",44,"H",6,11,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",45,"H",7,12,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",46,"C",10,11,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",47,"H",9.5,13,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",49,"C",12,10,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",52,"C",12,8,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",53,"CH3",11.5,6,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",57,"C",14,7,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",58,"H",13.5,5,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",59,"H",14.5,5,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",60,"C",16,8,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",61,"H",17,6,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",62,"H",18,7,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",63,"C",14,11,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",65,"H",14.5,9,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",66,"C",16,10,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",71,"CH3",15.5,12,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",72,"C",18,11,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",73,"H",19,9,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",74,"H",20,10,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",75,"C",18,13,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",76,"H",20,14,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",77,"H",19,15,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",78,"C",14,13,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",79,"H",12,14,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",80,"H",13,15,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",81,"C",16,14,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",82,"CH3",17,16,NA,NA,NA,NA,"bA"
"beta_amyrin","atom",86,"CH3",15,16,NA,NA,NA,NA,"bA"
"beta_amyrin","bond",NA,NA,NA,NA,9,4,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,9,8,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,11,9,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,25,9,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,11,10,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,11,12,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,11,13,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,13,14,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,13,15,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,16,13,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,16,17,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,16,18,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,16,19,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,19,20,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,25,19,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,40,19,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,25,26,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,25,28,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,28,29,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,28,30,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,31,28,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,31,32,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,31,33,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,31,34,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,34,35,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,40,34,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,52,34,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,40,41,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,40,43,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,46,43,"single","flat","bA"
"beta_amyrin","bond",NA,NA,NA,NA,43,44,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,43,45,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,46,49,"double","flat","bA"
"beta_amyrin","bond",NA,NA,NA,NA,46,47,"single","flat","bA"
"beta_amyrin","bond",NA,NA,NA,NA,52,49,"single","flat","bA"
"beta_amyrin","bond",NA,NA,NA,NA,63,49,"single","flat","bA"
"beta_amyrin","bond",NA,NA,NA,NA,52,57,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,52,53,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,60,57,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,57,58,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,57,59,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,60,61,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,60,62,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,60,66,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,63,66,"single","flat","bA"
"beta_amyrin","bond",NA,NA,NA,NA,63,65,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,78,63,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,72,66,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,66,71,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,72,75,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,72,73,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,72,74,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,75,76,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,75,77,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,75,81,"single","flat","bA"
"beta_amyrin","bond",NA,NA,NA,NA,78,81,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,78,79,"single","up","bA"
"beta_amyrin","bond",NA,NA,NA,NA,78,80,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,81,82,"single","down","bA"
"beta_amyrin","bond",NA,NA,NA,NA,81,86,"single","up","bA"
"betulin","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"BET2ol"
"betulin","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"BET2ol"
"betulin","atom",9,"C",4,4,NA,NA,NA,NA,"BET2ol"
"betulin","atom",10,"OH",1,3,NA,NA,NA,NA,"BET2ol"
"betulin","atom",11,"C",2,5,NA,NA,NA,NA,"BET2ol"
"betulin","atom",12,"H",0,4,NA,NA,NA,NA,"BET2ol"
"betulin","atom",13,"C",2,7,NA,NA,NA,NA,"BET2ol"
"betulin","atom",14,"H",0,8,NA,NA,NA,NA,"BET2ol"
"betulin","atom",15,"H",1,9,NA,NA,NA,NA,"BET2ol"
"betulin","atom",16,"C",4,8,NA,NA,NA,NA,"BET2ol"
"betulin","atom",17,"H",3.5,10,NA,NA,NA,NA,"BET2ol"
"betulin","atom",18,"H",4.5,10,NA,NA,NA,NA,"BET2ol"
"betulin","atom",19,"C",6,7,NA,NA,NA,NA,"BET2ol"
"betulin","atom",20,"CH3",5.5,9,NA,NA,NA,NA,"BET2ol"
"betulin","atom",25,"C",6,5,NA,NA,NA,NA,"BET2ol"
"betulin","atom",26,"H",5.5,3,NA,NA,NA,NA,"BET2ol"
"betulin","atom",28,"C",8,4,NA,NA,NA,NA,"BET2ol"
"betulin","atom",29,"H",7.5,2,NA,NA,NA,NA,"BET2ol"
"betulin","atom",30,"H",8.5,2,NA,NA,NA,NA,"BET2ol"
"betulin","atom",31,"C",10,5,NA,NA,NA,NA,"BET2ol"
"betulin","atom",32,"H",11,3,NA,NA,NA,NA,"BET2ol"
"betulin","atom",33,"H",12,4,NA,NA,NA,NA,"BET2ol"
"betulin","atom",34,"C",10,7,NA,NA,NA,NA,"BET2ol"
"betulin","atom",35,"CH3",9.5,9,NA,NA,NA,NA,"BET2ol"
"betulin","atom",40,"C",8,8,NA,NA,NA,NA,"BET2ol"
"betulin","atom",41,"H",7.5,6,NA,NA,NA,NA,"BET2ol"
"betulin","atom",43,"C",8,10,NA,NA,NA,NA,"BET2ol"
"betulin","atom",44,"H",6,11,NA,NA,NA,NA,"BET2ol"
"betulin","atom",45,"H",7,12,NA,NA,NA,NA,"BET2ol"
"betulin","atom",46,"C",10,11,NA,NA,NA,NA,"BET2ol"
"betulin","atom",47,"H",9.5,13,NA,NA,NA,NA,"BET2ol"
"betulin","atom",48,"H",10.5,13,NA,NA,NA,NA,"BET2ol"
"betulin","atom",49,"C",12,10,NA,NA,NA,NA,"BET2ol"
"betulin","atom",50,"H",11.5,12,NA,NA,NA,NA,"BET2ol"
"betulin","atom",52,"C",12,8,NA,NA,NA,NA,"BET2ol"
"betulin","atom",53,"CH3",11.5,6,NA,NA,NA,NA,"BET2ol"
"betulin","atom",57,"C",14,7,NA,NA,NA,NA,"BET2ol"
"betulin","atom",58,"H",13.5,5,NA,NA,NA,NA,"BET2ol"
"betulin","atom",59,"H",14.5,5,NA,NA,NA,NA,"BET2ol"
"betulin","atom",60,"C",16,8,NA,NA,NA,NA,"BET2ol"
"betulin","atom",61,"H",17,6,NA,NA,NA,NA,"BET2ol"
"betulin","atom",62,"H",18,7,NA,NA,NA,NA,"BET2ol"
"betulin","atom",63,"C",14,11,NA,NA,NA,NA,"BET2ol"
"betulin","atom",64,"H",13.5,9,NA,NA,NA,NA,"BET2ol"
"betulin","atom",66,"C",16,10,NA,NA,NA,NA,"BET2ol"
"betulin","atom",71,"CH2OH",15.5,12,NA,NA,NA,NA,"BET2ol"
"betulin","atom",72,"C",18,11,NA,NA,NA,NA,"BET2ol"
"betulin","atom",73,"H",19,9,NA,NA,NA,NA,"BET2ol"
"betulin","atom",74,"H",20,10,NA,NA,NA,NA,"BET2ol"
"betulin","atom",75,"C",18,13,NA,NA,NA,NA,"BET2ol"
"betulin","atom",76,"H",20,14,NA,NA,NA,NA,"BET2ol"
"betulin","atom",77,"H",19,15,NA,NA,NA,NA,"BET2ol"
"betulin","atom",78,"C",14,13,NA,NA,NA,NA,"BET2ol"
"betulin","atom",79,"H",12,14,NA,NA,NA,NA,"BET2ol"
"betulin","atom",81,"C",16,14,NA,NA,NA,NA,"BET2ol"
"betulin","atom",82,"CH2",17,16,NA,NA,NA,NA,"BET2ol"
"betulin","atom",86,"CH3",15,16,NA,NA,NA,NA,"BET2ol"
"betulin","bond",NA,NA,NA,NA,9,4,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,9,8,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,11,9,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,25,9,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,11,10,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,11,12,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,11,13,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,13,14,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,13,15,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,16,13,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,16,17,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,16,18,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,16,19,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,19,20,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,25,19,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,40,19,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,25,26,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,25,28,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,28,29,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,28,30,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,31,28,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,31,32,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,31,33,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,31,34,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,34,35,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,40,34,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,52,34,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,40,41,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,40,43,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,46,43,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,43,44,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,43,45,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,46,49,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,46,47,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,46,48,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,52,49,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,49,50,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,63,49,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,52,57,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,52,53,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,60,57,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,57,58,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,57,59,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,60,61,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,60,62,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,60,66,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,63,66,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,63,64,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,63,78,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,72,66,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,66,71,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,72,75,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,72,73,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,72,74,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,75,78,"single","flat","BET2ol"
"betulin","bond",NA,NA,NA,NA,75,76,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,75,77,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,78,81,"single","down","BET2ol"
"betulin","bond",NA,NA,NA,NA,78,79,"single","up","BET2ol"
"betulin","bond",NA,NA,NA,NA,81,82,"double","flat","BET2ol"
"betulin","bond",NA,NA,NA,NA,81,86,"single","flat","BET2ol"
"betulinic_acid","atom",4,"CH3",3.5,2,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",8,"CH3",4.5,2,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",9,"C",4,4,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",10,"OH",1,3,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",11,"C",2,5,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",12,"H",0,4,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",13,"C",2,7,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",14,"H",0,8,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",15,"H",1,9,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",16,"C",4,8,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",17,"H",3.5,10,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",18,"H",4.5,10,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",19,"C",6,7,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",20,"CH3",5.5,9,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",25,"C",6,5,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",26,"H",5.5,3,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",28,"C",8,4,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",29,"H",7.5,2,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",30,"H",8.5,2,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",31,"C",10,5,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",32,"H",11,3,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",33,"H",12,4,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",34,"C",10,7,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",35,"CH3",9.5,9,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",40,"C",8,8,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",41,"H",7.5,6,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",43,"C",8,10,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",44,"H",6,11,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",45,"H",7,12,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",46,"C",10,11,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",47,"H",9.5,13,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",48,"H",10.5,13,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",49,"C",12,10,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",50,"H",11.5,12,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",52,"C",12,8,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",53,"CH3",11.5,6,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",57,"C",14,7,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",58,"H",13.5,5,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",59,"H",14.5,5,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",60,"C",16,8,NA,NA,NA,NA,"BETic"
"betulinic_acid","atom",61,"H",17,6,NA,NA,NA,NA,"BETic"
